bench;r0;r1;r2;r3;r4;r5;r6;r7;r8;r9;sl;fp;ip;sp;lr;memoryRead;memoryWrite;data;bss;rf_sdc;rf_hang;size
aes_128;0.6310178085307778;0.7711233242590785;0.6775313135167262;0.7358291202864627;0.5805933241857019;0.8948291422994797;0.5566651746732901;0.8237344349625412;0.732373076612637;0.999024089578304;0.8041428498051848;0.9990461025953347;0.5456733415026085;1.0020325352391715;0.6669357146525979;41368;19331;2440;308;49.125;11.25;164394
aes_128;0.8440944881889764;0.8315125530774622;0.8370532217504225;0.8627117945335367;0.7401657253576287;0.7735746382487529;0.996561817207404;0.653353671105248;14.855654038009646;29.458597518242158;0.7500762666446799;0.9354990312074865;0.8934410685575298;1.0022838768190625;0.7513707383435709;29911;14756;2440;308;68.375;9.625;251432
aes_128;0.7158226032367484;0.7324366741482019;0.7740688863762931;0.8536037936446327;0.40991781561672036;0.6773798876082151;0.5998784953676359;0.9968020655787502;0.7387903538822418;0.5714514740874496;0.6361358151779537;0.6333007070894577;0.6194289282278886;1.0023372766086707;0.6740469480398941;35826;15484;2440;308;43.8125;10.9375;231857
aes_128;0.7185926410074658;0.674046525329332;0.7472037853611835;0.8235646098187408;0.7293264229625607;0.9990794355098547;0.4527980557677968;1.000405048375664;0.7737712765467785;0.5475241418037541;0.5168785499268151;0.4751493615885261;0.5448360934925296;1.0025499636377027;0.5647755203490781;30220;16252;2440;308;49.25;10.375;193348
aes_128;0.6941135467958285;0.7526206200123323;0.8396886533632407;0.8245145262330096;0.7792423660199641;0.520513668331829;0.6242035370550755;0.4986908070526626;61.087532729823685;61.05224260730467;1.0003932047077326;0.9990706070544499;0.6455706383320972;1.00247540236459;0.7390639940661835;32649;14236;2440;308;50.8125;12.75;193732
aes_128;0.8065865396729408;0.7497837243093877;0.8057718312461679;0.8599457420985881;0.5017428041088182;0.7981538875030446;0.5321473866337424;0.6811046438380326;0.9959684531458664;0.9977406539504959;0.7445259152871218;0.7047731834941753;0.7152804024827609;1.0028220827978935;0.667892928834799;34129;15341;2440;312;54.5625;11.1875;196513
aes_128;0.8470580063593987;0.7126230975828111;0.7705831506807026;0.7425060969962646;0.6150248510480659;0.9984564566418671;0.7404454666131571;0.7492127928873522;0.5403173525144321;0.9984564566418671;0.7203408143734757;0.7313848671009169;0.7388247460871176;1.0021378075510141;0.6606519927144754;36817;16885;2440;308;46.625;10.9375;168426
aes_128;0.993752652576182;0.9963500551735845;0.7529072234954588;0.7973601561836856;0.6772684831508361;0.7115864527629233;0.7660300483829896;0.7040234275528393;7.644970715558951;0.7970800441388677;0.8633138103726339;0.798497580850522;0.7167048637636872;1.0023512435277142;0.7113063407181054;35263;19095;2440;308;47.0625;10.6875;166388
aes_128;0.6173071953335548;0.7611474138885812;0.8683279802119098;0.7577287997932588;0.6420423081182856;0.6103887473695869;0.9985528113116994;0.5875069221397718;0.7063166832798021;87.93125115368996;1.0;0.9968914977664562;0.5609406726473954;1.0020452615645883;0.5942555469413372;42976;18378;2440;308;42.4375;16.25;163562
aes_128;0.7198372982050482;0.7313310660849459;0.7727069426746217;0.7839981771998076;0.6653473868977797;0.421556300053165;0.6472628460999671;0.5852707617785804;0.9959746495751018;0.9975442830741188;0.3476231866935586;0.6397859897551879;0.7467320399328264;1.002337572468966;0.6756090768698471;32500;17958;2440;308;43.0625;10.5;167530
aes_128;0.8036044068012481;0.7628239826784691;0.8027208176781506;0.8277240017830988;0.6614261606062536;0.7441492071578679;0.6666799337706171;0.743026810163663;0.6857606826721009;0.9975482391899637;0.6290040119722347;0.6926781506718461;0.6499395020059862;1.0022049926765586;0.5920683945742852;36327;15920;2440;308;46.4375;11.5625;166964
aes_128;0.9838251523126049;0.6458511548331908;0.627416921881428;0.6902226082186772;0.38045174645256924;0.3803342061787004;0.31124011518946837;0.341323895284676;0.5886808716264309;0.40606899614076103;0.60647516308713;0.4654333644597392;0.6937488164347423;1.0018088142145372;0.9862281979117011;43298;20087;2440;308;22.875;24.6875;157236
aes_128;0.6199902982144094;0.6534460588420996;0.6435517775057171;0.6091951367874769;0.6133915440468766;0.6428741924803462;0.5765863574415006;0.759765309186667;0.9972896598985163;0.9983214370962402;1.0010702763468928;0.8746929692853788;0.7870381064578473;1.0021328528639517;0.6426662970748347;39271;25339;2440;308;41.4375;12.5;164588
aes_128;0.7480380795916272;0.7094817596409135;0.6504407903422176;0.676741525237264;0.8024657855749343;0.7166766901852639;0.5717439455502912;1.0000880113828055;20.877715517873646;0.9984157951095008;0.7642761797192437;0.4565590483035806;0.95702844234521;1.0020315960864272;0.9974696727443416;43260;18341;2440;308;38.375;25.25;163882
aes_128;0.5732799161407515;0.9735929523768497;0.5694028618404521;0.7383921712222055;0.7181022537173053;0.6370574593806765;0.7062772381013922;0.5161005449415211;0.4012320416998729;0.971101586002398;0.9852384747381193;0.9246559114308485;0.3953949210588666;1.00198878526145;0.504742211787681;36323;24803;2440;308;24.125;22.875;161004
aes_128;0.9746829988920349;0.9717284254585744;0.5146005170503508;0.7406438507940416;0.43229102548319587;0.512901637326111;0.4857811153514711;0.9819093930813739;0.8658069678690139;0.4119044687923181;0.8794410931921703;0.2666687184537732;0.689683614428167;1.0017050350855594;0.6800443186015019;42888;21961;2440;308;21.5;35.1875;155828
aes_128;0.5638222911198407;0.620836049113041;0.6913611781492769;0.5360508746278648;0.5889689432240562;0.5593126288160375;0.6827029788433421;1.0015061567459969;0.9975690101643561;0.9983353004386352;0.7550689661246851;0.8719414448535241;0.6382493350009689;1.0024397977698312;0.6730935226451988;29925;18339;2440;308;36.625;13.4375;163628
aes_128;0.7447252618167689;0.8246663473962899;0.7926067823871183;0.779784763574262;0.6974401142144593;0.9988162900179816;0.5184920799862653;0.49475462866746783;7.540774742701208;0.9967741644001482;0.5563346555946109;0.47041176842656934;0.6865337176625794;1.002502959274955;0.7397825949452873;31641;13774;2440;308;54.8125;10.8125;231281
aes_128;0.3589284140645654;0.5203933260875951;0.7313250888582087;0.7313764944335106;0.3427430014981053;0.49149604911435535;0.3539273859530594;0.20807508151455512;0.923244132420762;0.6092221602091472;0.9051714008753635;0.9765590576623682;0.43600740240284347;1.0020341920512292;0.5160018212260964;41031;22479;2440;308;27.875;18.9375;160490
aes_128;0.6131947404145159;0.743824091174567;0.7735631639595271;0.8118261748038705;0.8411311581506211;0.6188300105759972;0.7083866079462044;0.7956622626320027;7.64729049265205;0.6682214961089801;0.5505832583542486;0.9490694700951839;0.9929046108190873;1.0021862322615271;0.9996921911256333;38866;22254;2440;308;42.4375;10.125;170410
aes_128;0.713706711389649;0.7520081207520523;0.6754053020272457;0.7692426516020832;0.5222952893753494;0.8897813870009121;0.4594550857680878;0.7624312237031806;0.79658398799541;7.710808544443464;1.0009562479771676;0.998970194486127;0.5983390708211963;1.0020375437667344;0.5780592579515698;41256;19583;2440;308;47.6875;11.8125;163434
aes_128;0.4208371011497223;0.578161736209792;0.6502842010076217;0.7759850148559617;0.32260689833354866;0.4284717736726521;0.16862808422684408;0.6678723679111226;0.14253972354992894;0.5653339361839556;0.9986242087585583;0.9968673298023512;0.4561813719157732;1.0017891745252552;0.5797377599793309;48729;21361;2440;308;25.3125;20.875;157804
aes_128;0.7804170240044354;0.8037544288226478;0.6891637863076829;0.8396787858312326;0.6364250630213882;0.5209594843940851;0.9978429792874035;0.5480218647400746;0.5792596827706887;0.9981028613009694;0.660438161074872;0.6031688280187462;0.7489019984926844;1.0023995772585912;0.6510390949175741;32535;15258;2440;308;50.0;12.3125;164916
aes_128;0.7485859476780411;0.7266974696757592;0.6760019744135425;0.7714778161691522;0.4599007938113464;0.6027625605877927;0.7129413097482623;0.7788333158009726;0.9959136113156554;0.9975481667893932;0.5656613880774553;0.5622708992482663;0.6501080263147248;1.0022414448823038;0.7180634563565597;34899;15228;2440;308;45.1875;10.375;168554
aes_128;0.778241006565644;0.72875319336612;0.7796390144044736;0.8073162410232086;0.533323347563056;0.7235772357723578;0.627006515715106;0.9997503557430661;0.597914638307079;0.9980943821720715;0.7044128783150677;0.697397874695226;0.8418836491333184;1.0023050486390228;0.5252931239650165;34005;16405;2440;308;53.8125;10.25;165108
aes_128;0.5211793113191795;0.5540592609717566;0.6127486867285734;0.7561425140317753;0.46449992935948314;0.45009568579098114;0.16639694832967286;0.08368974685007513;6.890609948753516;0.9430958527594755;0.9991523137980195;0.9994412977305128;0.3815422751383912;1.0017788566511256;0.55420054200542;42820;21488;2440;308;22.8125;21.5;157932
aes_128;0.7072096520184;0.72604567981422;0.83602779581995;0.8183128542321004;0.6572590331966083;0.4822450196190086;0.626340187381552;0.49589379932556876;0.396900107659866;0.301349752204358;1.0003736954026567;0.9991102490412933;0.6192844622790081;1.0024646101556174;0.7866644126309046;33461;13970;2440;308;48.9375;12.1875;193988
aes_128;0.8153303159905327;0.780019100610389;0.8211020221733173;0.7896773657766889;0.9956317734501515;0.6822405846447702;0.5676286176971308;0.6542291242785367;0.5280073080596271;6.858074160195989;0.7926919403728772;0.5724037702943985;0.6577585848939086;1.0023003778599011;0.6808869326911099;36555;18818;2440;308;45.5;11.625;194564
aes_128;0.7901898603846629;0.8184588773114782;0.7778345208187472;0.8380050245047568;0.7899015691281249;0.6767019480252049;0.7168979860796507;0.6206334170750792;86.99861620196862;0.8524854824760101;0.6279642518841893;0.6493472262262675;0.5915901322021333;1.0022816193731725;0.9967299534615544;37286;16285;2440;308;47.4375;11.0625;219910
aes_128;0.49958182570495385;0.6328077542719805;0.6391551998873131;0.5686290045691044;0.5996443317574766;0.584898185563743;0.7126042134361602;1.0015142311315357;0.997561383584678;0.9982568734648601;0.7302291595136853;0.8972787857979205;0.6233966317160993;1.0024386164153218;0.6159487274295926;29883;18241;2440;308;37.5625;13.375;163628
aes_128;0.4477718667743387;0.63497944162593;0.7680756498850334;0.8138527071094371;0.260071137522269;0.9993157482693362;0.1647998717798559;0.99937122813939;0.4278607578550249;0.10918438426590885;1.0008198691907952;0.9976513521677218;0.39160158055985356;1.0017075471116563;0.28575831735718554;48784;21626;2440;308;27.8125;21.75;157428
aes_128;0.6840410989107907;0.7435110464347136;0.822145786479693;0.8418485690347047;0.6435683732416104;0.4465140891652335;0.6333730211227234;0.46055474710058647;61.09157295938616;60.996860254883806;1.0003968778939014;0.9991092296159104;0.6326939189487145;1.0024430039246814;0.8010495215416501;33349;14390;2440;308;47.8125;9.9375;231347
aes_128;0.5947768524097629;0.6743539161225888;0.7772733650838196;0.8190057200399495;0.8045694287388674;0.9974082358670442;0.6803628469786138;0.8074418297524618;8.069977631589808;0.6957153351547217;0.7339314750769688;0.7484668146888644;0.6458032405305688;1.002286365174614;0.6640116216684688;32119;15163;2440;308;62.625;10.4375;248168
aes_128;0.9744880304507849;0.9556450344458775;0.5585076598823493;0.7748088961590487;0.4159614961150083;0.5526377048664632;0.40864449966969707;0.265230111044701;0.1336625876875649;0.8906728742646828;0.9332033093208343;0.5166000817892982;0.7261883041303595;1.0017427411997861;0.691855673346126;44235;22731;2440;308;24.5625;29.0625;156332
aes_128;0.6088228090648456;0.649140626125542;0.6440909942228177;0.7545850081399201;0.6720980824365014;0.7309792396017922;0.8861059486248577;0.7341343591073461;0.5428246243390817;0.998544899223466;1.0002233075449136;0.9970970019161228;0.42464450879543586;1.0019953609658412;0.3325193413147772;45079;20521;2440;308;47.5;13.875;163114
aes_128;0.6820927597389911;0.8497089047786505;0.8290235611299965;0.8722697612628453;0.7953346618215918;0.9986246239206032;0.8107138670730277;0.9982651506271246;73.11600046887821;0.5893017622006017;0.9016137225022467;0.5301449615129137;0.7120931504708319;1.0021646543976868;0.7780408705505412;38021;21915;2440;308;46.875;11.0;169578
aes_128;0.711533498847629;0.7281294215008409;0.8411151748133515;0.8187796435213611;0.6573409149559073;0.4679783229664433;0.6269165398613595;0.49458519091985015;61.07831673741068;60.98337738149265;1.000373741957874;0.9991012395774936;0.6130079998576221;1.002464917198359;0.7861395125337035;33251;13970;2440;308;49.25;11.9375;193990
aes_128;0.7357782783206598;0.7281826341727776;0.6719054312666182;0.5812827069961217;0.6411926092773553;0.9164225108811624;0.749767134655444;0.6125967449658747;75.06390671837688;0.9975358612630616;0.801793486544617;0.7530780564634951;0.6534455603163581;1.0023455891069826;0.6175842972547293;34323;15732;2440;308;46.8125;14.0;166698
aes_128;0.722594176010325;0.7474388965072195;0.6296978007875805;0.7029706600570519;0.6257305653127223;0.8438185191431945;0.5845549143121136;0.7370038205724259;0.5599961867607266;0.9990466901816422;1.0009093109036644;0.7875879061649813;0.8428652093248367;1.0020312832283471;0.5558529556270946;41270;20087;2440;308;47.0;10.6875;164394
aes_128;0.7278739497829081;0.7727100635567621;0.6729364190718619;0.7212041146760538;0.7917609814646249;0.6973280382790537;0.7172892114611611;0.7300005638749486;0.9963831449722493;13.866498578229594;0.8301689208239018;0.6989149434916748;0.7090324711416857;1.0022313337253608;0.6820550825271264;36022;16006;2440;308;50.0;10.25;167852
aes_128;0.5769542419757716;0.12532729744389903;0.13672494960791273;0.15406250627808396;0.9982253949333351;0.682131401134408;0.5274595021730542;0.35457948556542934;0.36771825968164257;0.684555578621701;0.8744517140006295;0.9128367564237355;0.165044967822727;1.0018549645413817;0.6902142249663494;42961;23193;2440;308;25.1875;14.875;158708
aes_128;0.7953327192174409;0.7042066938632277;0.8054129929376672;0.8250734745799886;0.6930561038733166;0.6387507128130895;0.5691362898627013;0.5044698863885599;61.52775365179629;61.19643812782384;0.5941395797692679;0.9989910953195595;0.7329560907136904;1.0024301443172348;1.0001754616835548;32900;14109;2440;308;51.9375;11.9375;220648
aes_128;0.6397245970110291;0.6403380539058932;0.702199308229459;0.8618808327351041;0.38260784441688966;0.4685635972068133;0.23154734712523659;0.2689616915747569;0.21125758663447106;0.9168439600600404;0.9849898844873719;0.9155844155844156;0.5425177837238139;1.0018077399986949;0.5861906937283822;48550;23711;2440;308;27.9375;23.0625;159850
aes_128;0.5421075549749619;0.9849263371797663;0.6352275201393425;0.7579722766528776;0.7488859859206038;0.7117062196095507;0.9100007257420712;0.5369039843239712;0.9873793453806518;0.9696349517381523;0.1828507148559402;0.9612598882357211;0.5832281007329995;1.002010305537412;0.6832208433122868;35231;24482;2440;308;28.4375;21.75;160052
aes_128;0.8087882496940024;0.7941085271317829;0.8303875968992248;0.8695879232966136;0.6528192574459404;0.6984822521419829;0.9965646674826601;0.5565728274173807;14.608233374133007;15.385973072215423;0.67046919624643;0.9358221134230926;0.7388494492044063;1.0022603019175846;0.6784985720114239;29906;14903;2440;308;64.25;8.9375;248744
aes_128;0.7107262550227229;0.7154550718534506;0.7571634117667702;0.7547419768033549;1.0002982927128845;0.9990612552859224;0.9982979768735414;0.7252373181730448;7.369804004141005;7.474390693267358;0.5102560053341756;0.4405256970398835;0.6873365970065449;1.0024302082785002;0.7584443157691565;33584;16139;2440;308;48.75;11.25;231089
aes_128;0.9580435875737395;0.9490354072384316;0.31054000024528744;0.4721966714497713;0.5615548769270392;0.6719280817297668;0.7439444669291242;0.9818058059531256;0.8910678587635061;0.44521505574156517;0.873069894649055;0.3640985074260765;0.5912714473183953;1.0016986153525393;0.5359162098188552;42845;21961;2440;308;22.625;33.25;155766
aes_128;0.7415586891823556;0.7842108317375048;0.7475772422426157;0.8478201397697033;0.698558365871654;0.4573602924718347;0.6457012111716283;0.621121307833238;80.41688013462989;0.8454823546967097;0.4702595604632462;0.8000116060251851;0.7750918119492319;1.002296334983047;0.996700572840243;35894;15274;2440;308;48.5;11.0;219974
aes_128;0.38229292342523497;0.8124506605895407;0.7787062275645322;0.8515870533386956;0.7171976704350805;0.5883640913356272;0.9984956134471304;0.5638023742496686;0.7250994235667366;0.9956730267959545;0.6608799916588468;0.9994935728435885;0.5060249936696606;1.0020629459165586;0.5652620760534429;42864;18196;2440;308;43.625;16.0625;163498
aes_128;0.7391459371704712;0.7597957774793843;0.8082948329881579;0.8533193745874963;0.7614116540355189;0.6201779740094222;0.7220009558706388;0.9366697770393804;7.734396929075916;0.8984046063861262;0.9996206862544285;0.8340123049379063;0.7627164933202849;1.0021013981504663;0.6542479346366553;39743;20013;2440;308;53.4375;10.125;223432
aes_128;0.5632856424555469;0.6757716845480249;0.7251451295881519;0.7924565264237066;0.9987919471852369;1.0003003806998871;0.49280065822553365;0.6378257661340351;0.6134165692606064;0.457159835182416;0.7800233774544695;0.8855353632973965;0.4891634397508146;1.0018088142145372;1.0000783601825791;46280;22675;2440;308;41.3125;13.375;164586
aes_128;0.9282726629452001;0.9639515685195377;0.5798175957229342;0.9412925544461043;0.3570406478496737;0.6077600440286186;0.6129176822077207;0.6581099143014388;0.4297900778363079;0.34321880650994574;0.9656419529837251;0.772159760987499;0.5429829389102917;1.0021778441701392;0.30363236103467256;33360;19722;2440;308;23.75;22.9375;160044
aes_128;0.9725253112083416;0.9582796245529311;0.45860944185230235;0.780553487893587;0.49056843557669616;0.431624940239526;0.44764982480347126;0.9816028515580085;0.8604600497449211;0.5115254503972937;0.38586808518363863;0.20954594143170965;0.6971248403865822;1.0016763191179052;0.67656723734137;43602;22241;2440;308;20.5;32.3125;155892
aes_128;0.9558764008876359;0.9565742278544612;0.5900755048778105;0.7296967244002177;0.7819081380580871;0.4542713988639377;0.5667401711071722;0.5146334314943267;0.4830497829758133;0.6780645071248134;0.9473210422743576;0.9363232892771908;0.6599489190660284;1.001932980698106;0.537117416365438;38087;23026;2440;308;27.8125;22.625;159980
aes_128;0.7665862837212019;0.7898250210692322;0.7712507196915965;0.8499203124087348;0.7211935615763958;0.4635231094014669;0.6829768947706583;0.6218469163822667;80.46276378261558;0.8645310948490942;0.4768321887803209;0.7994375975234265;0.7735537328004138;1.0023113573592117;0.9966956768438707;35880;15274;2440;308;48.8125;10.4375;166580
aes_128;0.7458938595460421;0.7978974391423432;0.7908828766937547;0.7817169407106764;0.6945411156408472;0.9988158406175708;0.5152720402794978;0.49646108092961033;0.5776166758567077;0.9967729396982653;0.5550272537445651;0.4705903622081409;0.6845164381208927;1.0025039095338388;0.7363934663328121;32383;13774;2440;308;51.9375;11.0625;231345
aes_128;0.698143733702808;0.7541673479574186;0.605201332174422;0.7743909260677619;0.3787833151177701;0.5733943769847075;0.3799020662472784;0.5982736809493894;0.9961876403817523;8.103931979931327;1.000060240445435;0.9987607679796215;0.5568540718238225;1.0023838004836447;0.670923658144078;34521;15746;2440;308;44.1875;10.4375;166698
aes_128;0.7651550581367221;0.9961457207824671;0.7658323791707655;0.829879533616088;0.7339741005337935;0.9987018013514167;0.7443919431050331;0.7672192746214259;0.8058185102162589;20.3171475108452;0.7191052911674112;0.7171942782499314;0.7396910125949459;1.0022335467432146;0.6772565272782983;35767;16978;2440;308;44.125;11.0625;167786
bitcount1;0.6548672566371682;0.6194690265486725;1.1504424778761062;1.336283185840708;1.1150442477876106;1.4557522123893805;0.9203539823008849;1.8584070796460177;0.26991150442477874;1.1946902654867257;1.9867256637168142;1.8274336283185841;0.6858407079646017;2.1150442477876106;1.5;49;94;2392;272;7.0625;13.6875;145014
bitcount1;0.41198501872659177;0.4044943820224719;1.3595505617977528;1.3408239700374531;1.6441947565543071;1.5617977528089888;1.0337078651685394;1.9775280898876404;0.22846441947565543;1.0524344569288389;2.0861423220973783;1.951310861423221;0.9400749063670412;2.194756554307116;1.756554307116105;75;109;2392;276;6.0;17.5625;174785
bitcount1;0.7203647416413373;0.6504559270516718;0.9513677811550152;1.0638297872340425;1.5714285714285714;1.4559270516717324;1.027355623100304;1.7933130699088147;0.18541033434650456;0.8541033434650456;1.8814589665653496;1.7720364741641337;0.46200607902735563;1.9696048632218845;1.148936170212766;109;139;2392;276;6.5625;18.375;174785
bitcount1;0.3137254901960784;0.6470588235294118;1.1176470588235294;1.2901960784313726;1.219607843137255;1.1647058823529413;0.7137254901960784;1.5686274509803921;0.5215686274509804;1.0588235294117647;1.8745098039215686;1.7333333333333334;0.984313725490196;1.988235294117647;1.5607843137254902;49;124;2392;272;9.4375;12.5;145708
bitcount1;0.5600907029478458;0.5555555555555556;0.3968253968253968;0.49206349206349204;1.290249433106576;1.18140589569161;0.9546485260770975;1.4240362811791383;0.1383219954648526;0.6122448979591837;1.5056689342403629;1.4240362811791383;0.31519274376417233;1.5714285714285714;1.4285714285714286;49;94;2392;272;14.25;15.25;172924
bitcount1;0.7112676056338029;0.6971830985915493;0.721830985915493;1.0422535211267605;0.8873239436619719;1.3626760563380282;0.9366197183098591;1.6830985915492958;0.2147887323943662;0.9507042253521126;1.7852112676056338;1.658450704225352;0.4894366197183099;1.8873239436619718;1.6901408450704225;80;123;2392;272;7.5;16.0625;145014
bitcount1;0.2857142857142857;0.3739495798319328;1.0546218487394958;1.2647058823529411;1.584033613445378;1.4327731092436975;0.9243697478991597;1.815126050420168;0.25630252100840334;1.134453781512605;1.9369747899159664;1.7436974789915967;0.6134453781512605;1.6092436974789917;1.8235294117647058;53;96;2392;272;4.9375;16.5625;145078
bitcount1;0.695067264573991;0.34977578475336324;1.1345291479820627;1.345291479820628;1.1300448430493273;1.4618834080717489;0.9192825112107623;1.8699551569506727;0.273542600896861;1.210762331838565;2.0;1.8385650224215246;0.9955156950672646;2.1300448430493275;1.8789237668161436;48;93;2392;272;7.625;15.5625;145516
bitcount1;0.9481641468682506;0.1511879049676026;0.7688984881209503;1.0064794816414686;1.4233261339092873;1.323974082073434;1.019438444924406;1.5637149028077755;0.13174946004319654;0.6069114470842333;1.6263498920086392;1.531317494600432;0.3282937365010799;0.9848812095032398;0.8250539956803455;236;139;2392;276;3.3125;13.125;226489
bitcount1;0.8792710706150342;0.1275626423690205;0.5763097949886105;0.9316628701594533;1.316628701594533;1.234624145785877;0.958997722095672;1.4419134396355353;0.13895216400911162;0.6150341685649203;1.5079726651480638;1.4009111617312073;0.31662870159453305;0.8747152619589977;1.4464692482915718;209;126;2392;272;3.1875;17.125;145078
bitcount1;0.2947761194029851;0.6828358208955224;0.9440298507462687;1.291044776119403;0.9402985074626866;1.3843283582089552;0.9328358208955224;1.7238805970149254;0.22761194029850745;1.007462686567164;1.8320895522388059;1.6977611940298507;0.9925373134328358;1.9402985074626866;1.7313432835820894;64;123;2392;272;9.125;16.75;198276
bitcount1;0.4403341288782816;0.5059665871121718;0.2828162291169451;0.4880668257756563;0.6443914081145584;0.29594272076372313;0.9785202863961814;1.2315035799522673;0.07279236276849642;0.3221957040572792;1.266109785202864;1.204057279236277;0.1658711217183771;0.4665871121718377;1.2171837708830548;208;125;2392;272;6.6875;15.625;172698
bitcount1;0.6771300448430493;0.336322869955157;1.1390134529147982;1.345291479820628;1.1300448430493273;1.4618834080717489;0.9192825112107623;1.8699551569506727;0.273542600896861;1.210762331838565;2.0;1.8385650224215246;0.9955156950672646;2.1300448430493275;1.8789237668161436;48;93;2392;272;7.0;16.375;145516
bitcount1;0.6456310679611651;0.6310679611650486;1.1553398058252426;1.3737864077669903;1.2233009708737863;1.5;0.912621359223301;1.941747572815534;0.2961165048543689;1.3106796116504855;2.0825242718446604;1.9077669902912622;0.7524271844660194;2.2233009708737863;1.9514563106796117;48;93;2392;272;6.4375;16.0625;145516
bitcount1;0.695067264573991;0.34977578475336324;1.1345291479820627;1.345291479820628;1.1300448430493273;1.4618834080717489;0.9192825112107623;1.8699551569506727;0.273542600896861;1.210762331838565;2.0;1.8385650224215246;0.9955156950672646;2.1300448430493275;1.8789237668161436;48;93;2392;272;7.9375;15.125;198276
bitcount1;0.6504854368932039;0.5970873786407767;1.0048543689320388;1.3737864077669903;1.2233009708737863;1.5;0.912621359223301;1.941747572815534;0.2961165048543689;1.3106796116504855;2.0825242718446604;1.9077669902912622;0.9951456310679612;2.2233009708737863;1.9514563106796117;48;93;2392;272;6.375;14.625;145516
bitcount1;0.3014354066985646;0.583732057416268;0.9138755980861244;1.3636363636363635;1.2057416267942584;1.492822966507177;0.9138755980861244;1.9282296650717703;0.291866028708134;1.291866028708134;2.0669856459330145;1.894736842105263;0.6650717703349283;2.2057416267942584;1.937799043062201;50;93;2392;272;4.6875;14.9375;145014
